actual,predicted
100,103.7260360718
95,46.1394424438
150,138.4903564453
150,143.4223632812
55,39.3108901978
25,-8.7773666382
700,819.2857055664
100,109.9275588989
95,187.4348754883
280,268.0079956055
150,143.4223632812
275,272.931427002
25,31.2590713501
25,31.3581619263
350,305.3261413574
85,80.6310348511
35,62.2122879028
4360,4428.4375
2180,2210.0559082031
200,198.6432037354
120,127.9874649048
100,86.7141799927
375,841.2491455078
35,6.7691421509000005
130,112.3695755005
40,31.6807327271
60,39.698890686
100,87.638633728
260,290.1474304199
225,257.5723266602
75,63.292137146
80,62.5453414917
100,228.1800994873
195,172.4114532471
100,97.9650802612
35,31.224281311
45,74.5411605835
260,182.7046661377
500,510.5872497559
150,127.9704818726
30,28.7277603149
250,258.4329833984
205,214.3517913818
500,498.5372009277
450,441.7861328125
115,125.1055984497
55,36.6033401489
90,80.6449203491
600,582.2160644531
75,68.7301712036
450,346.1829528809
90,86.1702346802
300,265.3078918457
300,257.4394226074
40,67.433555603
40,32.5141677856
1250,1221.8017578125
230,225.9254302979
145,158.8371429443
170,183.3201904297
375,390.0339355469
50,35.4770278931
45,42.7372817993
190,187.8464660645
75,63.504234314
90,83.7443313599
35,173.1946105957
35,72.4184951782
325,370.2320556641
60,107.4528427124
270,291.7309265137
395,385.8156738281
90,94.5336532593
105,101.3070144653
30,56.8419723511
45,-23.9609298706
500,324.0759887695
45,31.5392837524
85,100.4444961548
295,300.9744567871
50,76.7866439819
95,96.330406189
75,68.0034103394
0,187.4295043945
65,54.8671188354
40,30.7218399048
175,155.4842681885
595,630.5029296875
95,80.7440261841
100,75.3784408569
320,302.5999145508
35,28.4227371216
155,145.4408111572
120,131.8285064697
135,145.3534698486
1095,1145.0510253906
180,181.9417114258
210,172.3123474121
100,84.0764083862
180,222.9978790283
85,78.1355514526
45,61.7880783081
35,63.2703018188
890,911.0104980469
145,158.9362487793
100,90.2815628052
350,374.3941650391
0,95.1829147339
265,317.764251709
2000,1942.9149169922
255,280.2000732422
100,103.6269302368
145,160.733001709
90,82.6907272339
170,166.1347961426
90,82.6907272339
840,1381.6520996094
330,356.4465332031
175,166.1347961426
290,308.2116088867
210,233.0527801514
330,328.8114013672
170,183.8375701904
230,226.4428100586
145,159.3545227051
135,146.7319488525
145,160.733001709
115,113.9309005737
170,164.7563171387
345,391.9297790527
165,183.8375701904
145,159.3545227051
115,113.9309005737
110,106.4220504761
240,218.2129821777
135,158.5813598633
260,260.5440673828
115,113.4991531372
110,96.0956039429
110,112.0839004517
110,106.4220504761
115,103.6044540405
365,389.925201416
105,96.0956039429
135,134.9930267334
115,115.0264205933
395,395.519317627
155,140.1876373291
865,825.9535522461
115,103.6044540405
465,497.0772399902
135,133.0971679688
380,390.0339355469
245,289.2215576172
235,234.6005096436
145,158.8371429443
170,162.8739318848
225,213.5328369141
45,82.7854385376
75,65.4113693237
150,131.651184082
60,53.864692688
60,48.2219772339
95,83.3405838013
600,422.6323852539
250,247.4373168945
350,350.2102661133
125,113.5215530396
40,116.6745681763
90,80.6310348511
800,825.4771728516
330,348.0866699219
260,262.0216369629
185,161.5605163574
175,166.4412994385
100,123.014289856
25,-9.1483078003
55,82.3888473511
100,122.915184021
160,201.5410461426
90,84.4613418579
205,187.8820037842
65,50.4538345337
75,80.4912033081
120,130.5491333008
130,150.1406402588
15,-8.7773666382
20,32.0090408325
225,229.9243621826
240,257.8986206055
100,209.8888702393
1050,1108.0627441406
110,95.5950546265
55,84.1811904907
150,139.8549957275
500,501.4684143066
200,205.9541015625
500,458.0475463867
70,61.3453292847
0,66.126701355
100,89.7999801636
350,343.8876037598
220,184.5444946289
100,98.9481735229
350,363.8240356445
50,37.0399551392
185,532.2115478516
85,77.1766586304
35,33.7560806274
115,230.583480835
380,323.365234375
65,50.5529403687
100,98.0641860962
255,246.830657959
0,72.2981796265
70,58.9225997925
240,254.8982086182
45,30.5803909302
50,36.940864563
675,733.2098388672
225,215.8267059326
350,363.558380127
500,493.5416259766
85,89.5878067017
55,36.7024307251
100,103.6269302368
35,95.2022476196
50,35.9819412231
90,34.0775222778
300,282.6817932129
50,-30.1725997925
50,-30.1725997925
110,92.7567672729
150,142.8340301514
95,81.6038284302
170,134.289855957
625,690.0355834961
90,85.420249939
40,33.5721817017
50,75.3600387573
35,75.2426071167
100,185.1038665771
650,709.3509521484
120,108.4311141968
60,55.6055984497
95,88.8203201294
50,-20.5551681519
200,194.632522583
50,66.2253341675
10,36.7777175903
125,108.8022079468
70,70.5600662231
50,88.2105484009
250,222.303894043
4360,4426.0581054688
100,102.0191726685
400,412.8024597168
50,42.3162307739
85,82.5224838257
160,131.2632293701
60,99.1052780151
0,30.8139419556
100,109.6520004272
30,29.682258606
450,348.1136474609
55,35.7435379028
200,197.4828796387
3000,3276.7084960938
0,84.4537734985
50,85.799659729
50,41.7429275513
4000,4319.6401367188
160,148.3628082275
75,91.7869949341
500,491.7222595215
100,186.6459655762
50,55.1403274536
75,75.8965682983
1200,1148.0961914062
950,959.3619995117
400,415.8720092773
40,81.7063217163
10,29.8550491333
105,96.1007614136
600,574.5952148438
150,133.9168243408
100,98.5799179077
30,56.941078186
40,35.4567337036
10,27.9636001587
55,44.8917312622
90,94.8817367554
60,89.8976974487
90,91.1212997437
50,101.6788864136
625,695.3256835938
400,391.9245300293
45,43.3899002075
595,572.2578125
0,40.4052505493
0,34.4752883911
150,137.0774688721
105,110.5336380005
75,157.8860778809
10,30.8139419556
50,86.5963363647
35,26.8598098755
170,161.5605163574
0,138.1943511963
90,86.2580947876
295,267.8999328613
20,70.7101364136
40,42.8787307739
60,193.7079162598
100,100.8320388794
40,32.6132888794
100,91.1274642944
0,30.8139419556
800,721.0764160156
600,572.7104492188
80,68.1261520386
0,38.5192337036
40,38.5425186157
150,163.4625244141
90,89.0815811157
60,92.6489486694
0,107.6460189819
640,695.4344482422
580,643.754699707
30,-44.9084701538
80,153.6260986328
115,126.5233535767
200,198.6700134277
100,95.200050354
70,68.6748123169
300,276.8827819824
115,103.6000595093
295,300.1327514648
400,373.3258361816
40,11.2455825806
10,39.4781265259
200,158.4236907959
145,158.8371429443
480,502.978515625
60,213.3356628418
100,196.9723968506
15,-6.6581344604
300,269.3826599121
120,135.1483154297
0,36.7439041138
50,36.6713943481
175,207.2188415527
300,288.0766296387
225,195.1526947021
100,223.9444274902
175,234.8421783447
150,128.929397583
100,101.4369888306
200,198.3955230713
100,193.1879272461
115,101.8077011108
150,133.4639587402
250,275.995300293
70,62.6047592163
35,30.3141860962
100,202.4759063721
35,64.1081466675
100,75.8277359009
300,276.2173156738
110,100.8648605347
130,135.2134094238
110,95.5950546265
50,93.7869949341
145,182.0116882324
115,105.4074783325
100,90.2764053345
140,192.9320678711
90,137.7278137207
120,98.1463851929
85,82.617225647
100,87.737739563
25,-9.1483078003
140,113.9679336548
300,287.8094787598
300,263.6553344727
130,127.9205703735
100,101.3378829956
200,365.5037536621
50,36.0810623169
490,511.013092041
890,913.1907958984
70,63.2703018188
185,164.3380432129
300,305.1977844238
250,238.3160858154
50,46.7505569458
250,239.3570709229
230,229.2233276367
100,90.3755111694
140,113.9679336548
700,796.1370849609
300,295.3133239746
1100,1155.6292724609
460,380.4612731934
260,243.1382598877
980,950.4621582031
680,778.7481079102
1000,974.3579711914
35,66.8325271606
150,127.9704818726
225,221.76121521
1100,1145.1597900391
80,198.5512695312
25,68.9133834839
750,639.2557373047
85,98.3500137329
500,495.0832214355
275,245.9231872559
400,402.6450500488
85,86.0942611694
185,204.7393798828
90,86.9863510132
30,55.982170105
110,90.6375198364
30,27.7908096313
220,209.511505127
290,304.7307128906
20,26.2278823853
850,837.7984619141
100,88.774559021
100,84.0764083862
55,78.737449646
150,140.0751647949
125,124.3532028198
100,106.7389602661
60,91.6944503784
95,199.6246185303
45,82.3558883667
250,276.8837280273
995,1076.2016601562
150,147.9046020508
100,65.0355453491
160,189.58644104
45,33.4307327271
195,164.0636749268
80,130.0445556641
205,176.8386230469
500,518.641418457
100,98.8710861206
70,65.7796554565
100,94.1792526245
150,135.3125152588
500,518.641418457
185,164.3380432129
325,267.4063720703
65,50.5529403687
45,169.7848052979
850,826.4587402344
90,84.7495651245
185,198.0985412598
50,37.0399551392
100,102.5107192993
75,67.0525741577
175,201.1819000244
200,186.0674438477
75,77.6613998413
4360,4428.4375
1500,1430.8835449219
175,165.2969512939
225,231.711151123
95,91.7528305054
370,347.875579834
35,33.3874893188
250,199.1851043701
100,98.3578414917
500,429.5934448242
120,124.9509506226
190,162.6718292236
200,182.2537689209
50,39.6484451294
500,517.3541870117
65,106.8877944946
50,122.6251296997
325,349.5643005371
105,61.9337081909
4360,4416.6591796875
55,36.7024307251
495,470.7451782227
150,162.404510498
60,91.7891616821
60,44.4182510376
55,41.1972122192
350,253.1567840576
100,93.1267623901
90,75.4956588745
90,82.6863174438
250,356.8855895996
110,99.162437439
90,77.921546936
35,31.4745254517
40,41.3913040161
115,117.6246261597
150,144.3260650635
75,67.1672439575
30,68.1468276978
55,97.0501022339
75,80.5648422241
85,117.8833999634
35,67.28099823
45,31.5392837524
195,207.8639221191
75,80.8938674927
30,55.982170105
165,194.4792480469
520,523.5391845703
105,177.6943054199
100,239.0984191895
200,176.9029388428
125,108.9013137817
175,167.6237335205
200,424.234588623
160,178.3138275146
125,122.8890914917
40,60.3416213989
150,162.404510498
40,90.5792617798
200,180.5304412842
750,294.3750610352
65,54.9662246704
200,196.5242004395
225,242.5167694092
275,280.8805541992
185,162.8739318848
200,185.9683380127
95,103.6269302368
500,528.4411010742
95,84.7495651245
45,76.2126693726
250,245.6289672852
70,57.0311508179
125,137.922958374
275,253.785736084
60,142.0940551758
100,208.7226409912
600,630.1402587891
90,96.9716415405
130,137.4827880859
400,311.2498474121
85,68.5031814575
70,26.1033096313
85,92.9704360962
70,60.4994125366
450,416.0559692383
100,90.3755111694
50,41.2908706665
170,141.2277984619
185,204.0406951904
100,100.9311447144
195,191.578338623
85,78.7813491821
135,105.4549331665
175,167.3654174805
100,99.9556350708
300,248.501373291
1295,1305.0859375
100,102.291633606
400,390.7674255371
35,64.1081466675
1000,1094.1319580078
75,80.846534729
200,174.932723999
150,158.3342437744
80,162.9518280029
80,73.2956008911
60,43.2523880005
250,252.6748199463
100,86.9267654419
50,84.9362106323
100,85.8687667847
95,82.5224838257
220,538.5284423828
600,676.9381103516
110,143.4547729492
105,93.2933273315
250,252.6748199463
300,286.3791809082
115,125.9722976685
300,231.8752441406
215,371.5134887695
450,437.6659545898
90,80.6310348511
90,89.7792282104
90,84.5086746216
295,299.5347900391
180,170.6964569092
450,442.5604858398
475,501.1661682129
475,460.7512817383
400,280.670135498
50,37.9029312134
100,86.7141799927
250,247.8521118164
50,38.9314346313
80,67.3028335571
50,43.9017715454
335,232.9446411133
85,122.4403152466
25,25.1698684692
75,81.2898483276
95,76.7866439819
55,105.5096206665
420,334.286895752
125,100.5535354614
80,80.8938674927
200,180.5642700195
120,98.1463851929
900,870.2944946289
120,135.0097503662
40,157.2830352783
250,256.1587219238
150,124.4030990601
1000,992.3740844727
550,457.2777709961
80,83.7754745483
1000,1162.1110839844
120,124.9509506226
90,87.1291275024
100,92.0600204468
30,55.982170105
200,178.4809112549
70,66.8564071655
30,57.7328262329
175,162.8739318848
200,206.8570098877
255,243.4772186279
200,222.8314971924
300,307.5738830566
95,79.2959976196
200,191.578338623
140,144.2537536621
60,46.0036392212
350,225.4880828857
250,240.3586425781
60,84.1526412964
400,299.3843078613
60,107.4528427124
175,189.9092559814
125,108.9013137817
195,203.9192657471
250,244.1707000732
60,98.1463851929
210,192.3548126221
200,164.0111846924
100,91.4304275513
245,246.8494262695
250,258.5239257812
400,370.7589416504
115,112.5524215698
115,113.9309005737
180,162.7748260498
40,42.5516433716
145,158.8371429443
3180,2965.6557617188
100,93.886100769
400,405.5583496094
145,158.8371429443
800,783.6430053711
100,274.6011047363
60,11.2739334106
90,89.7792282104
90,88.8203201294
125,147.2286376953
190,167.2324829102
45,31.5392837524
10,103.6946029663
150,143.80809021
80,100.9775161743
80,71.5805282593
105,104.5261917114
150,135.0064544678
605,547.3661499023
150,168.5192108154
545,515.0271606445
100,100.7331161499
200,176.8038330078
195,192.857711792
250,250.5890808105
75,72.4987411499
195,201.2359161377
320,368.3682250977
85,89.8315505981
90,89.9136123657
60,39.698890686
500,465.1854248047
300,305.6793823242
120,103.1159744263
100,90.2815628052
35,62.3113937378
375,355.6400756836
110,107.2387313843
90,83.4744796753
30,26.8318862915
550,633.0093383789
35,-48.0053634644
200,202.9209136963
200,163.7143096924
80,140.0999908447
60,102.8289108276
80,142.1621856689
400,394.0514221191
890,910.9113769531
70,77.0843734741
125,116.5733413696
40,33.4730911255
175,199.1450958252
30,26.9448928833
80,73.6603927612
295,309.9262390137
175,244.3492889404
350,1035.8872070312
85,83.4813919067
750,785.6727294922
80,148.9640655518
60,179.9966888428
55,47.8666152954
135,138.7807769775
135,138.7807769775
90,88.0245742798
245,244.1120605469
115,115.7015151978
150,132.5619354248
245,240.2115325928
170,194.5378570557
170,198.8155517578
230,238.0325012207
230,240.1517333984
400,392.443359375
400,392.443359375
75,96.9287796021
65,66.1393203735
35,73.0799942017
50,32.6266860962
115,101.8401107788
45,31.5392837524
100,98.5647964478
115,101.439125061
75,65.1140060425
300,227.3846893311
200,199.6640014648
180,200.5940093994
200,210.4494781494
110,94.2049026489
50,37.0399551392
190,157.911605835
45,38.7696609497
60,46.2121353149
85,66.383934021
100,102.5079574585
35,47.4600601196
270,177.0144805908
55,55.6406478882
175,183.3201904297
50,82.3741378784
200,179.9311676025
125,150.7045593262
140,268.1458435059
15,-9.1483078003
200,167.8974304199
85,89.5021591187
135,305.3772277832
150,139.4276885986
200,190.9379272461
100,123.9468307495
145,188.1148529053
240,202.9633483887
310,274.8272705078
100,107.0363235474
1200,783.5540771484
20,56.5724868774
60,146.6349334717
70,72.6424331665
150,141.736328125
240,202.9633483887
145,138.7807769775
485,472.5418701172
595,567.3601074219
350,382.9061889648
85,89.1594924927
45,29.8772659302
55,89.6175460815
65,55.8292007446
85,89.1594924927
500,475.956237793
85,79.072517395
180,169.7375488281
140,113.6693649292
250,394.8642272949
235,221.2996063232
50,37.0399551392
80,91.2669296265
40,81.8625869751
30,91.3631973267
50,36.0810623169
0,171.4678192139
65,69.706703186
60,108.3737106323
135,123.8287277222
140,146.0483093262
65,69.706703186
60,122.8612747192
765,786.9161376953
2250,1996.7662353516
1750,1694.3245849609
90,90.8671646118
100,76.7866439819
150,141.9582519531
200,205.2086181641
100,99.3167495728
265,286.3453674316
25,-7.8827438354
50,42.9692153931
60,43.2523880005
50,110.9977798462
100,372.9282836914
115,122.605796814
100,96.083732605
170,156.1148529053
100,107.1942977905
200,195.1329498291
35,-27.1868209839
355,396.6359558105
135,135.2185668945
40,64.9773483276
70,72.4515304565
130,145.7690429688
230,176.795135498
90,82.7898330688
180,194.2266082764
50,44.2703323364
75,154.8236541748
35,-25.0675582886
110,115.82787323
150,168.0832519531
65,50.1843643188
50,47.9388809204
60,101.7610855103
80,78.043510437
1450,701.9775390625
150,141.6517486572
200,206.2666168213
950,976.5718383789
250,392.9717712402
300,221.0763702393
30,38.0480728149
35,10.8176040649
825,845.3878173828
75,71.5805282593
65,50.5529403687
75,58.9779586792
150,160.8321075439
355,363.5082092285
300,252.493560791
150,151.5029144287
55,12.1487197876
275,295.1661376953
95,99.5782394409
70,65.0493240356
330,348.0169677734
145,130.7682037354
50,39.1807327271
55,35.7435379028
190,215.8669433594
1090,1120.6025390625
120,126.3408889771
30,61.0874252319
200,197.5286712646
130,175.3315429688
50,87.6437911987
200,199.7012176514
35,36.4235916138
35,33.7560806274
30,56.5724868774
75,79.8048324585
35,78.8099746704
250,269.8743286133
250,267.3554077148
35,33.0210342407
70,89.0741195679
125,124.2540817261
80,61.8283157349
175,193.5051879883
195,347.3145141602
75,118.6366500854
145,248.1383209229
85,86.3572006226
820,819.645690918
60,144.6626586914
275,345.4813842773
30,39.1442947388
200,184.5148925781
335,383.7350769043
190,199.6287689209
100,110.6833572388
120,113.4991531372
80,73.0411758423
795,817.3898925781
35,61.8184738159
70,173.8599243164
30,56.941078186
55,59.6002731323
180,300.0610656738
80,60.8694229126
120,98.1463851929
245,229.0305938721
320,311.4061889648
210,158.4236907959
160,124.3039932251
165,148.7870483398
30,33.0250320435
85,214.0326690674
4535,4187.5014648438
6805,7102.2236328125
4395,4446.845703125
130,180.1782836914
185,213.1364898682
80,72.5651626587
70,84.8590164185
170,189.6655731201
35,63.1711959839
25,3.3854753971
75,65.9945602417
35,63.2703018188
180,201.0827941895
45,72.6453018188
415,379.4965820312
300,302.5373535156
85,94.1994400024
45,36.8782119751
100,486.2981262207
175,177.4884796143
890,910.9113769531
75,89.142539978
250,289.3558654785
150,145.3536071777
65,66.3328323364
190,177.173614502
75,60.8694229126
70,61.4444351196
65,57.4755935669
90,81.1873397827
45,38.7696609497
115,270.3235168457
25,148.3413848877
40,64.198890686
40,32.6132888794
75,77.2791519165
25,65.6927566528
100,94.903465271
0,163.7415618896
200,216.4958953857
90,80.6310348511
20,28.6117324829
350,364.2821655273
55,90.6375198364
150,158.8371429443
35,27.5629348755
45,77.6148910522
150,145.7690429688
55,32.1900405884
75,65.1818313599
50,39.2798538208
50,43.7530899048
15,-6.6581344604
15,-9.1483078003
15,-4.7274398804
15,32.7087173462
125,121.0288009644
100,295.9893493652
40,32.6132888794
50,75.8277359009
80,62.639289856
160,187.811416626
265,289.4041442871
90,84.1984024048
85,74.4376449585
10,30.8139419556
45,84.3622360229
250,290.0386962891
115,105.3750839233
75,60.8738174438
195,192.956817627
50,44.2703323364
225,218.8925628662
185,147.3509368896
110,100.0083389282
95,81.2804794312
25,39.6206130981
230,207.2298278809
85,96.330406189
85,96.330406189
85,96.330406189
65,69.706703186
85,96.330406189
30,28.6242446899
90,84.3622360229
110,103.5757217407
200,197.4420013428
125,149.4399261475
55,86.3004379272
115,138.5771179199
140,139.5743255615
30,32.0661087036
65,50.4538345337
110,102.6999130249
90,173.4471130371
130,106.4138259888
960,959.8443603516
45,35.2021560669
150,135.3125152588
60,39.698890686
550,563.7277832031
1090,1104.2810058594
45,42.91040802
200,180.154510498
35,29.3552932739
65,50.4538345337
65,50.4538345337
1000,945.1136474609
1000,958.0604858398
220,245.794631958
200,204.8902282715
300,317.5244140625
300,317.5244140625
265,274.7237548828
35,29.3552932739
70,202.0177001953
100,88.5065231323
200,196.5242004395
120,136.2063140869
300,309.8270874023
245,244.3885650635
120,114.2969894409
30,26.8318862915
105,102.6070632935
25,57.7789230347
500,481.1842956543
1000,948.7621459961
1000,956.6956176758
1000,952.6185913086
1000,950.1267700195
1000,952.6185913086
1000,952.6185913086
150,146.4744873047
1090,1111.2473144531
1090,1107.1702880859
1090,1107.1702880859
1090,1102.1617431641
4000,4031.2368164062
1090,1102.1617431641
1090,1104.2810058594
1090,1102.1617431641
1090,1103.4129638672
1090,1104.3800048828
1090,1111.1481933594
1090,1102.1617431641
1090,1107.1702880859
1090,1104.6785888672
1090,1107.1702880859
1090,1103.4129638672
1090,1103.4129638672
450,297.2622375488
255,335.4334716797
50,98.3064804077
200,266.3894348145
1000,945.867980957
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
1000,952.6185913086
180,183.4192962646
85,77.1766586304
100,90.2764053345
150,135.1055603027
200,172.7994537354
130,139.9921417236
100,89.4654312134
30,33.0250320435
90,81.7537765503
220,234.0208435059
1000,1028.8758544922
25,69.5949783325
50,171.4603881836
200,414.6822509766
70,70.9705734253
30,65.8593215942
75,65.2757949829
10000,10052.1064453125
8000,7686.021484375
9000,8943.93359375
90,94.7826309204
225,211.4695587158
650,710.4700317383
75,162.9518280029
20,59.4504318237
145,139.8404693604
225,246.5881958008
80,67.6088943481
290,441.1465759277
75,75.2150650024
50,45.2292556763
110,100.2152938843
85,80.6310348511
500,476.1908569336
125,112.5626449585
350,395.3788757324
70,69.840675354
75,67.1672439575
100,103.7260360718
105,99.3167495728
55,45.4744644165
85,92.8957748413
40,201.5370178223
125,122.8890914917
500,482.6483764648
170,415.3996582031
150,126.5223464966
2180,1935.4215087891
150,142.9306640625
890,912.9213867188
100,98.3578414917
140,144.9356079102
70,236.6795806885
425,453.7362365723
85,85.1573104858
85,84.1984024048
75,59.9368667603
60,98.0472640991
95,87.737739563
20,-35.290977478
75,91.2669296265
100,107.2289810181
1100,1110.1818847656
105,94.2049026489
165,192.8643188477
75,77.2791519165
65,116.0309066772
100,139.8127746582
55,92.929145813
225,248.1034545898
65,58.0224227905
60,44.3242874146
205,192.956817627
105,130.5357971191
55,32.1900405884
25,57.8780288696
110,126.5220108032
35,70.5808944702
100,113.0975723267
2000,2044.0487060547
90,80.7440261841
55,49.0279464722
120,114.3909378052
270,269.8736572266
2250,1996.6574707031
2250,1996.6574707031
30,26.8318862915
85,90.1427993774
375,360.7147216797
775,745.9952392578
35,75.9242019653
65,67.1926345825
175,193.3636322021
55,105.4757919312
105,102.5935897827
450,342.841003418
190,318.1909179688
70,61.188835144
1395,1508.3685302734
70,77.6896591187
300,275.9104614258
350,346.3911132812
350,394.3826599121
750,820.4680175781
55,36.7024307251
90,122.4403152466
30,72.9284744263
50,36.0810623169
115,104.7918930054
400,436.6379089355
250,228.9366455078
30,-32.0461349487
150,158.1202087402
40,39.5929641724
485,466.5116271973
60,54.644859314
95,92.9565505981
245,244.3885650635
400,321.8191833496
70,66.8408432007
400,353.6138305664
70,68.3062362671
700,790.4014282227
100,95.0390548706
150,133.5470428467
550,563.6190185547
60,53.4840164185
45,81.6583175659
100,78.6675643921
45,78.6547622681
150,400.5096130371
110,325.5763244629
400,364.4415283203
250,447.2202758789
200,322.9638977051
55,82.3888473511
350,272.1732177734
225,237.5273284912
500,489.8264160156
20,57.5094528198
350,348.3447570801
200,197.9502258301
300,286.9811401367
100,75.9605178833
260,264.4286804199
150,152.7490997314
65,100.6526412964
90,83.9237747192
100,87.6437911987
50,38.2002944946
125,144.6021881104
150,134.7293243408
70,66.7417373657
600,590.6473388672
280,260.6516113281
275,284.9001464844
280,263.6448364258
95,80.7440261841
525,435.7963256836
40,33.4313735962
85,95.7322463989
95,92.7541122437
85,84.8486709595
200,191.578338623
60,11.2739334106
400,352.650970459
400,352.650970459
550,563.8828125
60,125.2787246704
75,69.1942825317
200,190.8568878174
50,38.8323135376
120,103.2696151733
850,831.1143188477
150,138.3908843994
90,95.2311019897
495,488.9685668945
65,109.2970809937
40,70.9263381958
400,348.5254821777
175,192.3416748047
150,476.9059143066
120,112.4802627563
35,39.7198562622
120,114.2969894409
505,486.2590026855
95,103.6269302368
200,172.4114532471
80,64.5351486206
150,147.4694213867
175,227.6435394287
50,35.6133804321
150,142.4402008057
45,72.6453018188
280,240.5485687256
10900,5848.3598632812
115,115.1428909302
50,86.1541824341
55,120.326423645
300,302.3644104004
45,30.5803909302
80,65.2757949829
50,87.6911239624
280,281.4122314453
300,300.0908203125
185,167.8063049316
500,520.5900268555
220,183.8602294922
110,106.3759384155
50,35.9819412231
110,100.0222244263
150,125.3620071411
170,201.1819000244
650,721.5319824219
200,165.6523895264
125,177.588104248
40,35.2481155396
350,378.8611755371
110,87.3584365845
75,73.4634017944
130,112.5626449585
320,314.3998413086
290,305.8187866211
80,65.0365982056
75,69.9893875122
130,135.2134094238
100,86.7141799927
130,157.0233001709
1000,971.7213745117
350,362.2111206055
850,816.9422607422
25,78.9837417603
120,117.2412948608
50,79.4890670776
70,145.6653137207
500,297.1764526367
50,49.3654708862
400,297.4070739746
500,524.3737182617
70,62.3113937378
85,80.7948684692
300,298.946472168
60,91.3618240356
75,69.0304794312
250,245.5219421387
125,137.2083740234
60,66.8935928345
175,200.9745025635
2000,1907.2224121094
250,251.2019805908
125,137.1092681885
125,137.2083740234
125,137.1092681885
175,200.9745025635
300,284.4479370117
65,104.2200088501
995,1077.0517578125
275,255.9702911377
1200,1145.0412597656
150,149.8269195557
130,143.8775939941
275,307.2936706543
100,106.4424209595
250,243.3950500488
130,141.1248931885
250,176.5252380371
50,36.940864563
1000,513.7329101562
255,244.8237457275
425,353.5985107422
400,402.9338989258
375,392.9995422363
150,140.5688018799
425,463.4563598633
75,81.4761581421
255,247.9425354004
200,195.0466003418
125,168.0763092041
1125,1117.5028076172
240,209.0927886963
35,-29.4012985229
1100,1108.0938720703
80,64.5515823364
180,202.5469055176
160,145.2191162109
160,145.2191162109
155,163.0209960938
200,210.2535705566
60,229.3116455078
475,282.9682312012
135,140.7580871582
65,51.5118484497
250,226.3434448242
200,192.4700927734
85,84.0992965698
440,440.8138122559
35,10.5434036255
100,86.7141799927
875,858.3495483398
75,203.6413269043
470,357.5280151367
245,345.6777648926
250,240.821182251
550,512.8381958008
95,103.2535324097
900,552.137512207
90,155.464553833
105,105.5841903687
115,98.1463851929
650,564.924621582
365,386.1454162598
300,301.6401672363
450,219.9821166992
45,30.5803909302
375,181.205581665
350,320.2945861816
350,291.6215820312
115,162.790802002
250,241.3825378418
250,241.3825378418
400,337.6901245117
125,108.9013137817
85,187.4348754883
225,224.3368682861
195,195.3198547363
10000,9889.40625
350,420.9096374512
50,139.5462493896
135,131.651184082
285,294.3051147461
165,151.0054016113
485,472.5418701172
195,203.0777587891
700,515.4779663086
200,167.548248291
120,126.8471450806
105,113.7554092407
600,534.1566772461
30,27.3414993286
300,281.9444274902
55,82.3888473511
125,172.5201568604
70,60.5933761597
175,167.2663116455
55,55.6406478882
75,78.1317062378
60,57.4876480103
60,57.4876480103
40,33.9206008911
100,91.3344192505
55,39.655128479
90,86.3012161255
45,27.9858169556
175,202.6460266113
80,71.2043685913
105,93.6368331909
175,201.0827941895
190,158.0107269287
325,358.9776306152
85,77.1766586304
310,274.7281799316
80,69.0304794312
150,127.9704818726
90,191.002243042
120,101.6146469116
1000,1140.5157470703
175,184.0744171143
145,126.461265564
125,122.4397964478
275,272.8323059082
145,145.1777191162
160,197.3483734131
130,145.1777191162
270,301.4640808105
100,91.1413497925
110,105.2033309937
50,36.0810623169
350,204.6518554688
110,99.162437439
500,517.5887451172
400,386.438079834
1000,700.9837036133
100,100.5038070679
130,142.8949890137
40,81.8993911743
90,80.8379898071
90,88.3213424683
160,193.7804870605
80,62.540184021
80,62.540184021
400,313.3691101074
200,173.8625793457
55,37.6393814087
210,172.4114532471
75,78.2380599976
50,43.2106399536
300,318.8486328125
350,746.9241943359
350,346.3572998047
80,58.9779586792
40,86.0116195679
85,100.5436019897
950,932.3793334961
400,368.8517456055
150,159.210723877
90,86.3012161255
130,144.4386138916
400,391.5559387207
70,250.3737640381
25,78.9837417603
75,253.3284912109
2000,1890.7185058594
870,854.2172241211
90,88.4204483032
125,116.1300125122
190,166.2391967773
90,88.4204483032
200,201.4507446289
75,65.1418991089
90,84.456199646
55,38.843208313
250,266.9943847656
795,792.520690918
85,84.4613418579
450,455.6512756348
300,296.0665588379
175,164.3567047119
50,39.7231521606
50,60.3548812866
285,238.5350494385
750,861.2838134766
300,291.5930175781
65,59.6939315796
220,199.7456817627
7500,7645.6123046875
50,35.3779373169
710,800.7930908203
250,241.7302246094
155,169.1753082275
120,123.0550918579
50,76.7866439819
100,76.7866439819
4360,4428.4375
110,90.6375198364
4000,4187.6606445312
275,295.9285888672
2000,2120.08203125
90,75.8440933228
40,32.6176834106
210,222.1354370117
100,93.0189285278
235,265.9594726562
165,154.5676116943
150,162.5036315918
7000,6854.2055664062
300,306.3239746094
250,247.8734283447
110,100.0222244263
200,192.2218933105
120,126.9499740601
400,470.4932861328
100,108.695640564
650,661.5458374023
610,472.5761108398
260,255.85206604
160,131.532699585
80,58.9779586792
85,83.0132064819
